YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2010,2010,AL,Alabama,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,84.9,84.9, , ,82.4,87.4,Overall,Overall, , , , ,"(32.84057112200048, -86.63186076199969)", ,1,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,AR,Arkansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,78.8,78.8, , ,75.7,81.8,Overall,Overall, , , , ,"(34.74865012400045, -92.27449074299966)", ,5,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,AZ,Arizona,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,49.9,49.9, , ,48.2,51.5,Overall,Overall, , , , ,"(34.865970280000454, -111.76381127699972)", ,4,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,CA,California,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71.9,71.9, , ,71,72.8,Overall,Overall, , , , ,"(37.63864012300047, -120.99999953799971)", ,6,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,CO,Colorado,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,52.8,52.8, , ,50.7,55,Overall,Overall, , , , ,"(38.843840757000464, -106.13361092099967)", ,8,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,CT,Connecticut,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,60.7,60.7, , ,58.4,63.1,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)", ,9,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,DC,District of Columbia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,77.3,77.3, , ,70,84.5,Overall,Overall, , , , ,"(38.907192, -77.036871)", ,11,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,DE,Delaware,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,76.2,76.2, , ,70.8,81.6,Overall,Overall, , , , ,"(39.008830667000495, -75.57774116799965)", ,10,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,FL,Florida,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,51,51, , ,50.1,51.9,Overall,Overall, , , , ,"(28.932040377000476, -81.92896053899966)", ,12,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,GA,Georgia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,74,74, , ,72.1,75.9,Overall,Overall, , , , ,"(32.83968109300048, -83.62758034599966)", ,13,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,HI,Hawaii,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,65.4,65.4, , ,61.4,69.3,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)", ,15,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,IA,Iowa,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,61.7,61.7, , ,59.2,64.2,Overall,Overall, , , , ,"(42.46940091300047, -93.81649055599968)", ,19,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,63,63, , ,59.1,67,Overall,Overall, , , , ,"(43.682630005000476, -114.3637300419997)", ,16,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,IL,Illinois,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,70.9,70.9, , ,69.5,72.4,Overall,Overall, , , , ,"(40.48501028300046, -88.99771017799969)", ,17,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,IN,Indiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,78.5,78.5, , ,76.4,80.6,Overall,Overall, , , , ,"(39.766910452000445, -86.14996019399968)", ,18,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,KS,Kansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,66.1,66.1, , ,63.2,68.9,Overall,Overall, , , , ,"(38.34774030000045, -98.20078122699965)", ,20,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,KY,Kentucky,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,90.8,90.8, , ,88,93.6,Overall,Overall, , , , ,"(37.645970271000465, -84.77497104799966)", ,21,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,LA,Louisiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71.2,71.2, , ,68.7,73.7,Overall,Overall, , , , ,"(31.31266064400046, -92.44568007099969)", ,22,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MA,Massachusetts,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,65.3,65.3, , ,63.5,67.1,Overall,Overall, , , , ,"(42.27687047000046, -72.08269067499964)", ,25,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MD,Maryland,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,70.9,70.9, , ,68.7,73.1,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)", ,24,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,ME,Maine,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,69,69, , ,65,72.9,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)", ,23,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MI,Michigan,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,72.5,72.5, , ,70.9,74.1,Overall,Overall, , , , ,"(44.6613195430005, -84.71439026999968)", ,26,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MN,Minnesota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,69.9,69.9, , ,67.7,72,Overall,Overall, , , , ,"(46.35564873600049, -94.79420050299967)", ,27,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MO,Missouri,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,76.1,76.1, , ,74,78.2,Overall,Overall, , , , ,"(38.635790776000476, -92.56630005299968)", ,29,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MS,Mississippi,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,90.8,90.8, , ,87.3,94.2,Overall,Overall, , , , ,"(32.745510099000455, -89.53803082499968)", ,28,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,MT,Montana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,51.6,51.6, , ,47.4,55.7,Overall,Overall, , , , ,"(47.06652897200047, -109.42442064499971)", ,30,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NC,North Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,82.7,82.7, , ,80.9,84.5,Overall,Overall, , , , ,"(35.466220975000454, -79.15925046299964)", ,37,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,ND,North Dakota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,89,89, , ,82.6,95.3,Overall,Overall, , , , ,"(47.47531977900047, -100.11842104899966)", ,38,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NE,Nebraska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,76.6,76.6, , ,72.8,80.3,Overall,Overall, , , , ,"(41.6410409880005, -99.36572062299967)", ,31,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NH,New Hampshire,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71,71, , ,66.6,75.3,Overall,Overall, , , , ,"(43.65595011300047, -71.50036091999965)", ,33,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NJ,New Jersey,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,69.3,69.3, , ,67.7,71,Overall,Overall, , , , ,"(40.13057004800049, -74.27369128799967)", ,34,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NM,New Mexico,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,64.2,64.2, , ,60.8,67.6,Overall,Overall, , , , ,"(34.52088095200048, -106.24058098499967)", ,35,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NV,Nevada,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,54.2,54.2, , ,51.3,57.2,Overall,Overall, , , , ,"(39.493240390000494, -117.07184056399967)", ,32,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,NY,New York,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,52.5,52.5, , ,51.5,53.5,Overall,Overall, , , , ,"(42.82700103200045, -75.54397042699964)", ,36,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,OH,Ohio,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,81.2,81.2, , ,79.7,82.8,Overall,Overall, , , , ,"(40.06021014100048, -82.40426005599966)", ,39,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,79.3,79.3, , ,76.5,82,Overall,Overall, , , , ,"(35.47203135600046, -97.52107021399968)", ,40,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,OR,Oregon,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,64.9,64.9, , ,62.5,67.2,Overall,Overall, , , , ,"(44.56744942400047, -120.15503132599969)", ,41,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,PA,Pennsylvania,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,73.5,73.5, , ,72.2,74.9,Overall,Overall, , , , ,"(40.79373015200048, -77.86070029399963)", ,42,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,RI,Rhode Island,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71,71, , ,66.4,75.6,Overall,Overall, , , , ,"(41.70828019300046, -71.52247031399963)", ,44,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,SC,South Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,90.8,90.8, , ,88.1,93.5,Overall,Overall, , , , ,"(33.998821303000454, -81.04537120699968)", ,45,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,SD,South Dakota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,70.5,70.5, , ,65.2,75.7,Overall,Overall, , , , ,"(44.353130053000484, -100.3735306369997)", ,46,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,TN,Tennessee,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,83.6,83.6, , ,81.4,85.9,Overall,Overall, , , , ,"(35.68094058000048, -85.77449091399967)", ,47,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,TX,Texas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,82.2,82.2, , ,81,83.5,Overall,Overall, , , , ,"(31.827240407000488, -99.42677020599967)", ,48,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,US,United States,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,70.4,70.4, ,,70.1,70.7,Overall,Overall, , , , ,, ,59,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,UT,Utah,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,55.2,55.2, , ,52,58.5,Overall,Overall, , , , ,"(39.360700171000474, -111.58713063499971)", ,49,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,VA,Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71.2,71.2, , ,69.3,73,Overall,Overall, , , , ,"(37.54268067400045, -78.45789046299967)", ,51,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,VT,Vermont,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,61,61, , ,55.4,66.6,Overall,Overall, , , , ,"(43.62538123900049, -72.51764079099962)", ,50,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,WA,Washington,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,71.9,71.9, , ,69.9,73.9,Overall,Overall, , , , ,"(47.52227862900048, -120.47001078999972)", ,53,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,WI,Wisconsin,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,70.2,70.2, , ,68.2,72.3,Overall,Overall, , , , ,"(44.39319117400049, -89.81637074199966)", ,55,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,WV,West Virginia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,94.5,94.5, , ,90.5,98.4,Overall,Overall, , , , ,"(38.66551020200046, -80.71264013499967)", ,54,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,WY,Wyoming,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Age-adjusted Rate,59.1,59.1, , ,52.7,65.6,Overall,Overall, , , , ,"(43.23554134300048, -108.10983035299967)", ,56,CKD,CKD1_0,AGEADJRATE,OVERALL,OVR, , , , 
2010,2010,AK,Alaska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,41.1,41.1, , ,36.4,45.8,Overall,Overall, , , , ,"(64.84507995700051, -147.72205903599973)", ,2,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,AL,Alabama,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,91.2,91.2, , ,88.5,93.9,Overall,Overall, , , , ,"(32.84057112200048, -86.63186076199969)", ,1,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,AR,Arkansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,88,88, , ,84.6,91.4,Overall,Overall, , , , ,"(34.74865012400045, -92.27449074299966)", ,5,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,AZ,Arizona,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,53,53, , ,51.2,54.8,Overall,Overall, , , , ,"(34.865970280000454, -111.76381127699972)", ,4,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,CA,California,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,69.2,69.2, , ,68.3,70,Overall,Overall, , , , ,"(37.63864012300047, -120.99999953799971)", ,6,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,CO,Colorado,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,47.3,47.3, , ,45.4,49.2,Overall,Overall, , , , ,"(38.843840757000464, -106.13361092099967)", ,8,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,CT,Connecticut,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,75.9,75.9, , ,73,78.7,Overall,Overall, , , , ,"(41.56266102000046, -72.64984095199964)", ,9,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,DC,District of Columbia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,74.5,74.5, , ,67.6,81.3,Overall,Overall, , , , ,"(38.907192, -77.036871)", ,11,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,DE,Delaware,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,85.8,85.8, , ,79.7,91.8,Overall,Overall, , , , ,"(39.008830667000495, -75.57774116799965)", ,10,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,FL,Florida,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,68.9,68.9, , ,67.8,70.1,Overall,Overall, , , , ,"(28.932040377000476, -81.92896053899966)", ,12,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,GA,Georgia,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,63.2,63.2, , ,61.6,64.8,Overall,Overall, , , , ,"(32.83968109300048, -83.62758034599966)", ,13,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,HI,Hawaii,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,79.1,79.1, , ,74.4,83.8,Overall,Overall, , , , ,"(21.304850435000446, -157.85774940299973)", ,15,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,IA,Iowa,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,79.5,79.5, , ,76.3,82.7,Overall,Overall, , , , ,"(42.46940091300047, -93.81649055599968)", ,19,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,ID,Idaho,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,62.6,62.6, , ,58.7,66.5,Overall,Overall, , , , ,"(43.682630005000476, -114.3637300419997)", ,16,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,IL,Illinois,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,74.6,74.6, , ,73.1,76.1,Overall,Overall, , , , ,"(40.48501028300046, -88.99771017799969)", ,17,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,IN,Indiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,83.9,83.9, , ,81.6,86.1,Overall,Overall, , , , ,"(39.766910452000445, -86.14996019399968)", ,18,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,KS,Kansas,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,75.4,75.4, , ,72.2,78.5,Overall,Overall, , , , ,"(38.34774030000045, -98.20078122699965)", ,20,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,KY,Kentucky,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,95.3,95.3, , ,92.4,98.2,Overall,Overall, , , , ,"(37.645970271000465, -84.77497104799966)", ,21,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,LA,Louisiana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,70.1,70.1, , ,67.6,72.5,Overall,Overall, , , , ,"(31.31266064400046, -92.44568007099969)", ,22,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MA,Massachusetts,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,78.3,78.3, , ,76.2,80.5,Overall,Overall, , , , ,"(42.27687047000046, -72.08269067499964)", ,25,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MD,Maryland,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,72.9,72.9, , ,70.7,75.1,Overall,Overall, , , , ,"(39.29058096400047, -76.60926011099963)", ,24,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,ME,Maine,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,89.7,89.7, , ,84.6,94.8,Overall,Overall, , , , ,"(45.254228894000505, -68.98503133599962)", ,23,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MI,Michigan,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,82.6,82.6, , ,80.8,84.4,Overall,Overall, , , , ,"(44.6613195430005, -84.71439026999968)", ,26,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MN,Minnesota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,78.4,78.4, , ,76,80.8,Overall,Overall, , , , ,"(46.35564873600049, -94.79420050299967)", ,27,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MO,Missouri,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,86.4,86.4, , ,84.1,88.8,Overall,Overall, , , , ,"(38.635790776000476, -92.56630005299968)", ,29,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MS,Mississippi,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,91.8,91.8, , ,88.4,95.3,Overall,Overall, , , , ,"(32.745510099000455, -89.53803082499968)", ,28,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,MT,Montana,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,61.8,61.8, , ,56.9,66.7,Overall,Overall, , , , ,"(47.06652897200047, -109.42442064499971)", ,30,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NC,North Carolina,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,84.5,84.5, , ,82.6,86.3,Overall,Overall, , , , ,"(35.466220975000454, -79.15925046299964)", ,37,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,ND,North Dakota,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,116.1,116.1, , ,108,124.3,Overall,Overall, , , , ,"(47.47531977900047, -100.11842104899966)", ,38,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NE,Nebraska,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,89.1,89.1, , ,84.8,93.4,Overall,Overall, , , , ,"(41.6410409880005, -99.36572062299967)", ,31,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NH,New Hampshire,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,80,80, , ,75.2,84.8,Overall,Overall, , , , ,"(43.65595011300047, -71.50036091999965)", ,33,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NJ,New Jersey,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,79.6,79.6, , ,77.7,81.5,Overall,Overall, , , , ,"(40.13057004800049, -74.27369128799967)", ,34,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NM,New Mexico,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,66.7,66.7, , ,63.2,70.2,Overall,Overall, , , , ,"(34.52088095200048, -106.24058098499967)", ,35,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NV,Nevada,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,49.5,49.5, , ,46.9,52.2,Overall,Overall, , , , ,"(39.493240390000494, -117.07184056399967)", ,32,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,NY,New York,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,60,60, , ,59,61.1,Overall,Overall, , , , ,"(42.82700103200045, -75.54397042699964)", ,36,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,OH,Ohio,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,94.8,94.8, , ,93,96.6,Overall,Overall, , , , ,"(40.06021014100048, -82.40426005599966)", ,39,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
2010,2010,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease, ,"cases per 100,000",Crude Rate,84.4,84.4, , ,81.4,87.3,Overall,Overall, , , , ,"(35.47203135600046, -97.52107021399968)", ,40,CKD,CKD1_0,CRDRATE,OVERALL,OVR, , , , 
